date,etf_name,nav_value,已發行受益權單位總數,每受益權單位淨資產價值(元),台積電股數,台積電持股權重,聯電股數,聯電持股權重,奇鋐股數,奇鋐持股權重,欣興股數,欣興持股權重,台光電股數,台光電持股權重,日月光投控股數,日月光投控持股權重,金像電股數,金像電持股權重,台達電股數,台達電持股權重,智邦股數,智邦持股權重,緯穎股數,緯穎持股權重,群聯股數,群聯持股權重,華邦電股數,華邦電持股權重,旺矽股數,旺矽持股權重,信驊股數,信驊持股權重,國巨*股數,國巨*持股權重,貿聯-KY股數,貿聯-KY持股權重,旺宏股數,旺宏持股權重,南電股數,南電持股權重,世界股數,世界持股權重,臻鼎-KY股數,臻鼎-KY持股權重,健策股數,健策持股權重,嘉澤股數,嘉澤持股權重,國泰金股數,國泰金持股權重,致茂股數,致茂持股權重,穎崴股數,穎崴持股權重,鴻勁股數,鴻勁持股權重,高力股數,高力持股權重,力旺股數,力旺持股權重,健鼎股數,健鼎持股權重,勤誠股數,勤誠持股權重,辛耘股數,辛耘持股權重,台燿股數,台燿持股權重,華通股數,華通持股權重,創意股數,創意持股權重,聯亞股數,聯亞持股權重,金居股數,金居持股權重,中信金股數,中信金持股權重,文曄股數,文曄持股權重,頎邦股數,頎邦持股權重,譜瑞-KY股數,譜瑞-KY持股權重,順達股數,順達持股權重,中砂股數,中砂持股權重,聯發科股數,聯發科持股權重,光聖股數,光聖持股權重,華星光股數,華星光持股權重,穩懋股數,穩懋持股權重,富世達股數,富世達持股權重,強茂股數,強茂持股權重,上銀股數,上銀持股權重,全新股數,全新持股權重,京元電子股數,京元電子持股權重,精測股數,精測持股權重,欣銓股數,欣銓持股權重,萬潤股數,萬潤持股權重,高技股數,高技持股權重,漢唐股數,漢唐持股權重,大立光股數,大立光持股權重,華碩股數,華碩持股權重,南茂股數,南茂持股權重,亞德客-KY股數,亞德客-KY持股權重,台表科股數,台表科持股權重,矽力*-KY股數,矽力*-KY持股權重,精成科股數,精成科持股權重,新日興股數,新日興持股權重,優群股數,優群持股權重,中鋼股數,中鋼持股權重,東陽股數,東陽持股權重,世芯-KY股數,世芯-KY持股權重,富喬股數,富喬持股權重,美律股數,美律持股權重,鴻海股數,鴻海持股權重,景碩股數,景碩持股權重,南亞股數,南亞持股權重,環球晶股數,環球晶持股權重,雙鴻股數,雙鴻持股權重,台灣大股數,台灣大持股權重,台化股數,台化持股權重,亞翔股數,亞翔持股權重,南亞科股數,南亞科持股權重,聖暉*股數,聖暉*持股權重,台玻股數,台玻持股權重,川湖股數,川湖持股權重,玉山金股數,玉山金持股權重
2026-03-31,00981A 主動統一台股增長,99821564176,5147209000,19.39,5428000,9.57%,,,3026000,6.03%,7410000,3.3%,2696000,7.02%,6159000,2.03%,6081000,5.24%,4379000,6.05%,3496000,5.29%,76000,0.25%,,,,,1414000,5.09%,318000,3.41%,11083000,2.7%,2948848,5.14%,,,6189000,3.24%,5845000.0,0.68%,,,1518000,5.77%,,,,,,,268000,1.92%,,,515000,0.44%,,,,,1240000,1.08%,8000.0,0%,975000,0.56%,7000,0%,267000.0,0.58%,,,1955000,0.46%,,,,,,,,,4086000.0,1.41%,,,508000,0.76%,,,1037000.0,0.35%,,,842000,1.48%,,,,,,,7512000,1.96%,604000,1.86%,1990000.0,0.31%,388000.0,0.31%,,,595000,0.49%,10000.0,0.02%,8000,0%,,,,,,,,,3402000,0.3%,1428000,0.27%,477000,0.07%,4929000,0.09%,1504000,0.12%,275000,0.68%,5000,0%,8000,0%,,,2657000.0,0.83%,19743000.0,1.46%,1739000.0,0.73%,160000.0,0.14%,8000.0,0%,9001000.0,0.41%,1559000.0,0.82%,,,,,,,,,,
2026-03-30,00981A 主動統一台股增長,99886427042,4880209000,20.47,5023000,8.95%,,,2976000,6.36%,7410000,3.66%,2636000,7.35%,6059000,2.14%,5931000,5.33%,4369000,6.5%,3436000,5.62%,75000,0.25%,,,,,1404000,5.25%,288000,3.24%,10883000,2.81%,2898848,5.46%,,,6057000,3.52%,5720000.0,0.67%,,,1478000,5.76%,,,,,,,268000,2.06%,,,485000,0.43%,,,,,1240000,1.11%,7000.0,0%,925000,0.56%,6000,0%,266000.0,0.62%,,,1895000,0.44%,,,,,,,,,3999000.0,1.42%,,,488000,0.74%,,,1037000.0,0.39%,,,782000,1.43%,,,,,,,7332000,2%,603000,2%,1890000.0,0.31%,388000.0,0.35%,,,575000,0.48%,9000.0,0.02%,7000,0%,,,,,,,,,3401000,0.31%,1427000,0.29%,357000,0.05%,4928000,0.09%,1503000,0.12%,274000,0.75%,4000,0%,7000,0%,,,2657000.0,0.92%,19643000.0,1.6%,1702000.0,0.74%,160000.0,0.15%,7000.0,0%,9000000.0,0.44%,1526000.0,0.83%,1307000.0,0.29%,,,,,,,,
2026-03-27,00981A 主動統一台股增長,98953918008,4757709000,20.8,4873000,8.96%,,,2976000,6.6%,7410000,3.78%,2636000,7.75%,6039000,2.16%,5841000,5.45%,4339000,6.62%,3301000,5.52%,74000,0.25%,,,,,1384000,5.13%,258000,3.01%,10803000,2.84%,2775848,5.22%,,,5697000,3.23%,5719000.0,0.7%,,,1378000,5.63%,115000.0,0.26%,,,,,268000,2.14%,,,335000,0.29%,,,,,1459000,1.34%,6000.0,0%,845000,0.53%,5000,0%,265000.0,0.66%,,,1865000,0.45%,,,,,,,,,3969000.0,1.46%,,,487000,0.78%,,,1037000.0,0.42%,,,682000,1.31%,,,,,,,7082000,1.99%,591000,1.94%,1790000.0,0.29%,388000.0,0.38%,,,574000,0.51%,8000.0,0.02%,6000,0%,,,,,,,,,3400000,0.33%,1426000,0.3%,356000,0.06%,4927000,0.1%,1502000,0.13%,339000,1.04%,3000,0%,6000,0%,,,2657000.0,0.95%,17098000.0,1.28%,1701000.0,0.77%,159000.0,0.16%,6000.0,0%,8828000.0,0.39%,1525000.0,0.88%,1306000.0,0.29%,,,,,,,,
2026-03-26,00981A 主動統一台股增長,97763869743,4682709000,20.88,4873000,9.17%,,,2976000,6.93%,7410000,3.8%,2636000,7.94%,5654000,2.08%,5841000,5.48%,4339000,6.72%,3301000,5.66%,74000,0.26%,,,,,1384000,5.17%,258000,3.05%,10803000,2.9%,2775848,5.15%,,,5697000,3.32%,5719000.0,0.68%,,,1378000,5.55%,115000.0,0.27%,,,,,268000,2.23%,,,335000,0.29%,,,,,1459000,1.35%,6000.0,0%,845000,0.52%,5000,0%,265000.0,0.69%,,,1865000,0.48%,,,,,,,,,3198000.0,1.18%,,,487000,0.79%,,,1037000.0,0.44%,,,682000,1.33%,,,,,,,7082000,2.09%,591000,1.86%,1790000.0,0.27%,388000.0,0.37%,,,574000,0.53%,8000.0,0.02%,6000,0%,,,,,,,,,3400000,0.32%,1426000,0.31%,356000,0.06%,4927000,0.1%,1502000,0.13%,339000,1.06%,3000,0%,6000,0%,,,2657000.0,0.96%,17098000.0,1.31%,1701000.0,0.79%,159000.0,0.16%,6000.0,0%,8828000.0,0.41%,1525000.0,0.92%,1306000.0,0.3%,,,,,,,,
2026-03-25,00981A 主動統一台股增長,97258587821,4674209000,20.81,4873000,9.24%,,,2976000,6.43%,7410000,3.86%,2636000,7.71%,5654000,2.05%,5841000,5.54%,4339000,6.92%,3301000,5.72%,74000,0.29%,,,,,1384000,5.34%,258000,3.05%,10803000,2.89%,2775848,5.15%,,,5206000,2.89%,5719000.0,0.73%,,,1378000,5.59%,115000.0,0.25%,,,,,268000,2.33%,,,335000,0.28%,,,,,1622000,1.51%,6000.0,0%,845000,0.5%,5000,0%,265000.0,0.67%,,,1865000,0.44%,,,,,,,,,3198000.0,1.14%,,,487000,0.81%,,,1037000.0,0.45%,,,682000,1.34%,,,,,,,7082000,2.1%,591000,1.94%,1790000.0,0.28%,388000.0,0.38%,,,574000,0.56%,8000.0,0.02%,6000,0%,,,,,,,,,3400000,0.33%,1426000,0.32%,356000,0.06%,4927000,0.1%,1502000,0.13%,531000,1.72%,3000,0%,6000,0%,,,2657000.0,0.96%,17098000.0,1.34%,1701000.0,0.79%,159000.0,0.17%,6000.0,0%,8828000.0,0.39%,1724000.0,1.16%,1306000.0,0.3%,5000.0,0%,,,,,,
2026-03-24,00981A 主動統一台股增長,92791554681,4664709000,19.89,4873000,9.51%,,,2976000,6.24%,7410000,3.67%,2558000,7.4%,4259000,1.53%,5841000,5.59%,4339000,6.62%,3219000,5.33%,74000,0.3%,,,,,1384000,5.47%,258000,3.03%,10803000,2.92%,2678848,4.99%,,,4956000,2.62%,3849000.0,0.47%,,,1378000,5.87%,115000.0,0.24%,,,,,268000,2.37%,,,335000,0.28%,,,,,1622000,1.52%,6000.0,0%,845000,0.49%,5000,0%,265000.0,0.72%,,,1865000,0.45%,,,,,,,,,1596000.0,0.54%,,,487000,0.85%,,,1037000.0,0.43%,,,682000,1.35%,,,,,,,7082000,2.13%,591000,2.04%,1790000.0,0.28%,,,,,574000,0.58%,8000.0,0.02%,6000,0%,,,,,,,,,3400000,0.33%,1426000,0.33%,356000,0.06%,4927000,0.1%,1502000,0.13%,531000,1.78%,3000,0%,6000,0%,,,2657000.0,0.92%,15337000.0,1.2%,1701000.0,0.79%,159000.0,0.17%,6000.0,0%,8828000.0,0.41%,1724000.0,1.17%,1306000.0,0.3%,5000.0,0%,,,,,,
2026-03-23,00981A 主動統一台股增長,94266335975,4643709000,20.3,4485000,8.61%,,,2976000,6.3%,7410000,3.92%,2497000,7.4%,4259000,1.49%,5841000,5.96%,4339000,6.49%,3154000,5.24%,74000,0.29%,,,,,1384000,5.45%,258000,3.14%,10803000,2.9%,2678848,5.03%,,,4706000,2.67%,3849000.0,0.46%,,,1378000,5.63%,115000.0,0.24%,,,,,268000,2.24%,,,335000,0.29%,,,,,1622000,1.54%,6000.0,0%,845000,0.48%,5000,0%,265000.0,0.73%,,,1865000,0.44%,,,,,,,,,1596000.0,0.51%,,,487000,0.84%,,,1037000.0,0.42%,,,682000,1.35%,,,,,,,7082000,2.15%,591000,2.14%,1790000.0,0.28%,,,,,574000,0.56%,8000.0,0.02%,6000,0%,,,,,,,,,3400000,0.33%,1426000,0.31%,356000,0.06%,4927000,0.1%,1502000,0.13%,531000,1.8%,3000,0%,6000,0%,,,2657000.0,0.98%,15337000.0,1.2%,1701000.0,0.8%,159000.0,0.17%,6000.0,0%,8828000.0,0.4%,1724000.0,1.09%,1306000.0,0.31%,5000.0,0%,,,,,,
2026-03-20,00981A 主動統一台股增長,93824460628,4470709000,20.99,4405000,8.64%,,,2876000,6.28%,7410000,4.38%,2427000,7.27%,4258000,1.56%,5765000,6.07%,4309000,6.77%,3034000,5.21%,73000,0.3%,,,,,1366000,5.62%,255000,3.19%,10703000,3.09%,2525848,4.91%,,,4656000,2.68%,3848000.0,0.48%,,,1328000,5.45%,100000.0,0.22%,,,,,248000,2.1%,,,315000,0.31%,,,,,1621000,1.58%,5000.0,0%,844000,0.5%,4000,0%,245000.0,0.69%,,,1864000,0.49%,,,,,,,,,1576000.0,0.55%,,,486000,0.88%,,,1036000.0,0.45%,,,682000,1.45%,,,,,,,7062000,2.32%,590000,2.26%,1789000.0,0.29%,,,,,573000,0.57%,7000.0,0.02%,5000,0%,,,,,,,,,3399000,0.35%,1425000,0.34%,355000,0.06%,4926000,0.1%,1501000,0.13%,530000,1.91%,2000,0%,5000,0%,,,2657000.0,1.08%,15336000.0,1.28%,1700000.0,0.85%,158000.0,0.18%,5000.0,0%,8827000.0,0.43%,1704000.0,1.08%,1305000.0,0.33%,4000.0,0%,3885000.0,0.24%,,,,
2026-03-19,00981A 主動統一台股增長,91253421358,4348709000,20.98,4271000,8.66%,,,2572000,5.68%,7410000,4.72%,2427000,7.69%,4258000,1.62%,5600000,6.17%,4309000,6.87%,3034000,5.29%,73000,0.3%,1000.0,0%,,,1366000,5.49%,255000,3.37%,10251000,3.09%,2362848,4.45%,,,4656000,2.86%,3848000.0,0.5%,,,1297000,5.54%,100000.0,0.22%,,,,,248000,1.96%,,,315000,0.33%,,,,,1621000,1.58%,5000.0,0%,1463000,0.94%,4000,0%,,,,,1864000,0.55%,,,,,,,,,1576000.0,0.52%,,,486000,0.89%,,,1036000.0,0.44%,,,682000,1.48%,,,,,,,7062000,2.45%,590000,2.3%,1789000.0,0.3%,,,,,573000,0.57%,7000.0,0.02%,5000,0%,,,,,,,,,3399000,0.36%,1425000,0.36%,355000,0.06%,4926000,0.1%,1501000,0.13%,589000,2.08%,2000,0%,5000,0%,,,2657000.0,1.12%,15336000.0,1.42%,1700000.0,0.88%,158000.0,0.19%,5000.0,0%,8827000.0,0.45%,1704000.0,1.1%,1305000.0,0.37%,4000.0,0%,5996000.0,0.4%,4000.0,0.02%,,
2026-03-18,00981A 主動統一台股增長,88741167609,4257709000,20.84,4271000,9.17%,,,2572000,5.36%,7410000,4.84%,2427000,7.38%,4258000,1.72%,5600000,5.79%,4309000,7.11%,3034000,5.47%,73000,0.31%,1000.0,0%,,,1366000,5.75%,255000,3.55%,10251000,3.24%,2243848,4.27%,,,4656000,2.97%,2000000.0,0.27%,,,1297000,5.82%,100000.0,0.22%,,,,,248000,2.02%,,,315000,0.34%,,,,,1621000,1.63%,5000.0,0%,1463000,0.88%,4000,0%,,,,,1864000,0.57%,,,,,,,,,1576000.0,0.54%,,,486000,0.95%,,,1036000.0,0.45%,,,682000,1.41%,,,,,,,7062000,2.57%,590000,2.48%,1789000.0,0.31%,,,,,573000,0.61%,7000.0,0.02%,5000,0%,,,,,,,,,3399000,0.38%,1425000,0.35%,355000,0.06%,4926000,0.11%,1501000,0.14%,589000,2.19%,2000,0%,5000,0%,,,1310000.0,0.54%,15336000.0,1.49%,1700000.0,0.92%,158000.0,0.18%,5000.0,0%,8827000.0,0.46%,1704000.0,1.12%,1305000.0,0.41%,4000.0,0%,5996000.0,0.43%,4000.0,0.02%,,
2026-03-17,00981A 主動統一台股增長,84499660672,4160709000,20.31,4265000,9.44%,,,2572000,5.8%,6505000,4.18%,2427000,7.75%,4258000,1.72%,5600000,6.08%,4309000,7.34%,3034000,5.22%,146000,0.69%,1000.0,0%,,,1366000,5.79%,255000,3.42%,10251000,3.47%,2243848,4.62%,,,4656000,3%,,,,,1297000,5.72%,100000.0,0.22%,,,,,248000,1.94%,,,315000,0.34%,,,,,1857000,1.94%,5000.0,0%,1463000,0.87%,4000,0%,,,,,1864000,0.58%,,,,,,,,,1576000.0,0.57%,,,486000,1%,,,1115000.0,0.52%,,,682000,1.41%,,,,,,,5886000,2.05%,590000,2.64%,1789000.0,0.33%,,,,,573000,0.63%,7000.0,0.02%,5000,0%,,,,,,,,,3399000,0.41%,1425000,0.38%,355000,0.07%,4926000,0.11%,1501000,0.15%,589000,2.22%,2000,0%,5000,0%,,,1310000.0,0.53%,15336000.0,1.55%,1700000.0,0.91%,158000.0,0.2%,5000.0,0%,8827000.0,0.46%,1704000.0,1.17%,1305000.0,0.42%,4000.0,0%,5996000.0,0.44%,4000.0,0.02%,,
2026-03-16,00981A 主動統一台股增長,83429731088,4139209000,20.16,3975000,8.79%,,,2572000,5.64%,5952000,3.92%,2427000,7.52%,4258000,1.72%,5600000,6.1%,4309000,7.02%,2952000,4.92%,273000,1.31%,1000.0,0%,,,1366000,5.84%,205000,2.53%,8794000,2.74%,2243848,4.42%,,,4656000,3.16%,,,,,1297000,5.27%,100000.0,0.2%,,,,,248000,1.83%,,,151000,0.17%,,,,,1857000,1.98%,5000.0,0%,1463000,0.88%,4000,0%,,,,,1864000,0.56%,,,,,,,,,1576000.0,0.58%,,,486000,1%,,,1219000.0,0.62%,,,893000,1.87%,,,,,,,5886000,2.03%,590000,2.64%,1789000.0,0.32%,,,,,573000,0.66%,7000.0,0.02%,5000,0%,,,,,,,,,3399000,0.4%,1425000,0.37%,355000,0.07%,4926000,0.11%,1501000,0.15%,589000,2.21%,2000,0%,5000,0%,,,1310000.0,0.53%,15336000.0,1.64%,1700000.0,0.9%,158000.0,0.2%,5000.0,0%,8827000.0,0.47%,1704000.0,1.16%,,,4000.0,0%,5996000.0,0.44%,4000.0,0.02%,,
2026-03-13,00981A 主動統一台股增長,81756951514,4052709000,20.17,3895000,8.89%,,,2552000,5.82%,5952000,3.7%,2412000,7.98%,4257000,1.78%,5580000,6.38%,4289000,7.27%,2892000,5.02%,408000,2.03%,1000.0,0%,,,1346000,5.84%,204000,2.62%,8426000,2.66%,2223848,4.32%,,,4559000,2.87%,,,,,1247000,4.95%,99000.0,0.21%,,,,,248000,1.91%,,,1000,0%,,,,,1856000,2.03%,4000.0,0%,1462000,0.89%,3000,0%,,,,,1864000,0.55%,,,,,,,,,1575000.0,0.59%,,,485000,1.02%,,,1219000.0,0.6%,,,893000,1.92%,,,,,,,5885000,2.13%,585000,2.76%,1788000.0,0.33%,,,,,572000,0.71%,6000.0,0.02%,4000,0%,,,,,,,,,3398000,0.41%,1425000,0.34%,354000,0.07%,4925000,0.12%,1500000,0.16%,588000,2.29%,2000,0%,4000,0%,,,1027000.0,0.4%,6904000.0,0.71%,1699000.0,0.9%,157000.0,0.2%,4000.0,0%,3000.0,0%,1694000.0,1.09%,,,3000.0,0%,5996000.0,0.42%,3000.0,0.01%,,
2026-03-12,00981A 主動統一台股增長,81544709820,4039709000,20.19,3895000,9%,,,2552000,5.87%,5952000,3.5%,2412000,7.69%,4257000,1.75%,5580000,6.23%,4289000,7.21%,2892000,5.34%,510000,2.55%,1000.0,0%,,,1346000,5.96%,204000,2.63%,8426000,2.6%,2223848,4.46%,,,4559000,2.62%,,,,,1247000,5.26%,99000.0,0.22%,,,,,248000,1.93%,,,1000,0%,,,,,1856000,2.01%,4000.0,0%,1462000,0.81%,3000,0%,,,,,1864000,0.52%,,,,,,,,,1575000.0,0.58%,,,485000,1.06%,,,1219000.0,0.58%,,,1124000,2.54%,,,,,,,5885000,2.17%,585000,2.88%,1788000.0,0.33%,,,,,572000,0.75%,6000.0,0.02%,4000,0%,,,,,,,,,3398000,0.4%,1425000,0.35%,354000,0.07%,4925000,0.12%,1500000,0.16%,588000,2.39%,2000,0%,4000,0%,,,,,3184000.0,0.3%,1699000.0,0.89%,157000.0,0.2%,4000.0,0%,3000.0,0%,1694000.0,1.08%,,,3000.0,0%,5996000.0,0.4%,3000.0,0.01%,,
2026-03-11,00981A 主動統一台股增長,81404109863,4052709000,20.09,3895000,9.28%,,,2552000,5.83%,5952000,3.41%,2412000,7.26%,4257000,1.81%,5580000,6.16%,4289000,7.38%,2892000,5.28%,797000,4.1%,1000.0,0%,,,1346000,5.43%,204000,2.52%,8426000,2.74%,2223848,4.52%,,,4559000,2.64%,,,,,1247000,5.34%,99000.0,0.21%,,,,,248000,1.8%,,,1000,0%,,,,,1856000,2.04%,4000.0,0%,1462000,0.88%,3000,0%,,,,,1864000,0.52%,,,,,,,,,1575000.0,0.61%,,,485000,1.05%,,,1219000.0,0.57%,,,1124000,2.58%,,,,,,,5885000,2.21%,521000,2.4%,1788000.0,0.34%,,,,,572000,0.76%,6000.0,0.02%,4000,0%,,,,,,,,,3398000,0.41%,1425000,0.34%,354000,0.07%,4925000,0.12%,1500000,0.16%,588000,2.43%,2000,0%,4000,0%,,,,,3184000.0,0.32%,1699000.0,0.99%,157000.0,0.2%,4000.0,0%,3000.0,0%,1694000.0,1.11%,,,3000.0,0%,5996000.0,0.42%,3000.0,0.01%,,
2026-03-10,00981A 主動統一台股增長,77375507797,4067709000,19.02,3895000,9.31%,,,2552000,5.59%,5952000,3.26%,2412000,7.4%,4257000,1.85%,5150000,5.44%,4180000,6.97%,2892000,5.36%,797000,4.08%,1000.0,0%,,,1346000,5.2%,204000,2.49%,8426000,2.82%,2223848,4.5%,,,4559000,2.52%,,,,,1247000,5.63%,32000.0,0.07%,,,,,248000,1.75%,,,1000,0%,,,,,1856000,2.13%,4000.0,0%,1462000,0.88%,3000,0%,,,,,1864000,0.54%,,,,,,,,,1575000.0,0.64%,,,424000,0.93%,,,1219000.0,0.55%,,,1124000,2.54%,,,,,,,5285000,2%,485000,2.17%,760000.0,0.14%,,,,,572000,0.77%,6000.0,0.02%,4000,0%,,,,,,,,,3398000,0.41%,1425000,0.36%,354000,0.07%,4925000,0.12%,1500000,0.17%,588000,2.33%,2000,0%,4000,0%,,,,,3184000.0,0.32%,1699000.0,0.97%,157000.0,0.19%,4000.0,0%,3000.0,0%,1694000.0,1.13%,,,3000.0,0%,5996000.0,0.4%,3000.0,0.01%,,
2026-03-09,00981A 主動統一台股增長,74459564247,4066209000,18.31,3788000,9.21%,,,2552000,5.71%,5952000,3.11%,2257000,6.59%,1297000,0.56%,4262000,4.36%,3626000,5.94%,2770000,5.13%,797000,4.21%,1000.0,0%,,,1234000,4.51%,204000,2.53%,8017000,2.68%,2223848,4.76%,,,4559000,2.59%,,,,,1197000,5.11%,32000.0,0.06%,,,,,248000,1.66%,,,1000,0%,,,,,1856000,2.17%,4000.0,0%,3058000,1.86%,3000,0%,,,,,1864000,0.58%,,,,,,,,,1575000.0,0.62%,,,351000,0.78%,,,1219000.0,0.56%,,,1124000,2.51%,,,,,,,4414000,1.61%,374000,1.67%,,,,,,,572000,0.82%,6000.0,0.02%,4000,0%,,,,,,,,,3398000,0.41%,1425000,0.36%,354000,0.07%,4925000,0.13%,1500000,0.18%,588000,2.37%,2000,0%,4000,0%,,,,,3184000.0,0.32%,1699000.0,0.98%,157000.0,0.19%,4000.0,0%,3000.0,0%,1694000.0,1.14%,,,3000.0,0%,5996000.0,0.43%,3000.0,0.01%,,
2026-03-06,00981A 主動統一台股增長,72847966850,3699209000,19.69,3418000,8.87%,,,2502000,6.34%,5952000,3.53%,2177000,7.05%,1237000,0.58%,3832000,4.17%,3616000,6.55%,2660000,5.35%,787000,4.55%,696000.0,1.69%,,,1184000,4.82%,104000,1.39%,7937000,2.89%,2193848,5.33%,,,4559000,2.94%,,,,,1117000,5.24%,2000.0,0%,,,,,236000,1.7%,,,1000,0%,,,,,1806000,2.33%,3000.0,0%,3475000,2.4%,2000,0%,,,,,1864000,0.66%,,,,,,,,,1565000.0,0.69%,,,201000,0.49%,,,1219000.0,0.63%,,,1124000,2.85%,,,,,,,4055000,1.58%,359000,1.82%,,,,,,,567000,0.86%,5000.0,0.02%,3000,0%,,,,,,,,,3378000,0.45%,1395000,0.37%,353000,0.08%,4924000,0.13%,1499000,0.19%,568000,2.58%,2000,0%,3000,0%,,,,,3164000.0,0.36%,1694000.0,1.09%,156000.0,0.21%,3000.0,0%,2000.0,0%,1689000.0,1.22%,,,2000.0,0%,5996000.0,0.49%,2000.0,0.01%,,
2026-03-05,00981A 主動統一台股增長,71626320020,3679209000,19.47,3418000,9.07%,,,2502000,6.36%,5952000,3.74%,2109000,6.96%,1237000,0.61%,2947000,3.03%,3616000,6.74%,2660000,5.27%,787000,4.64%,871000.0,2.19%,,,1139000,4.52%,104000,1.38%,7937000,2.96%,2193848,5.28%,,,4559000,2.93%,,,,,973000,4.27%,2000.0,0%,,,,,236000,1.57%,,,1000,0%,,,,,1806000,2.34%,3000.0,0%,4965000,3.51%,2000,0%,,,,,1864000,0.66%,,,,,,,,,1565000.0,0.7%,,,201000,0.5%,,,1219000.0,0.68%,,,1124000,2.69%,,,,,,,4055000,1.67%,359000,1.81%,,,,,,,567000,0.87%,5000.0,0.02%,3000,0%,,,,,,,,,3378000,0.47%,1395000,0.38%,353000,0.08%,4924000,0.13%,1499000,0.2%,568000,2.59%,2000,0%,3000,0%,,,,,2000.0,0%,1694000.0,1.11%,156000.0,0.21%,3000.0,0%,2000.0,0%,1689000.0,1.28%,,,2000.0,0%,5996000.0,0.51%,2000.0,0.01%,,
2026-03-04,00981A 主動統一台股增長,67333760383,3630209000,18.55,3333000,9.23%,,,2502000,6.5%,5952000,3.69%,1809000,5.88%,302000,0.15%,2947000,3.1%,3203000,5.97%,2660000,5.16%,756000,4.39%,871000.0,2.21%,,,1059000,4.18%,104000,1.34%,7937000,3.05%,2079848,4.97%,,,4559000,3.05%,,,,,973000,4.16%,2000.0,0%,,,,,236000,1.59%,,,1000,0%,,,,,1633000,2.13%,3000.0,0%,4965000,3.62%,2000,0%,,,,,1864000,0.73%,,,,,,,,,1565000.0,0.68%,,,201000,0.51%,,,1219000.0,0.76%,,,1124000,2.75%,,,,,,,2976000,1.23%,293000,1.47%,,,,,,,567000,0.84%,5000.0,0.02%,3000,0%,,,,,,,,,3378000,0.49%,1395000,0.4%,353000,0.08%,4924000,0.14%,1499000,0.2%,568000,2.63%,2000,0%,3000,0%,,,,,2000.0,0%,1285000.0,0.86%,156000.0,0.23%,3000.0,0%,2000.0,0%,1689000.0,1.26%,,,2000.0,0%,5996000.0,0.51%,2000.0,0.01%,,
2026-03-03,00981A 主動統一台股增長,67388660078,3432209000,19.63,3072000,8.82%,,,2402000,6.4%,5952000,4.09%,1809000,6.23%,2000,0%,2887000,3.28%,3133000,6.23%,2660000,5.61%,756000,4.65%,1615000.0,4.21%,,,1039000,4.4%,102000,1.4%,7499000,3.12%,2019848,4.93%,,,4559000,3.38%,,,,,954000,4.3%,1000.0,0%,,,,,232000,1.63%,,,1000,0%,,,,,1593000,2.16%,2000.0,0%,4965000,3.96%,1000,0%,,,,,1827000,0.72%,,,,,,,,,1515000.0,0.69%,,,1000,0%,,,1219000.0,0.84%,,,1124000,2.94%,,,,,,,2676000,1.21%,288000,1.53%,,,,,,,537000,0.81%,4000.0,0.01%,2000,0%,,,,,,,,,3328000,0.52%,1368000,0.43%,346000,0.08%,4924000,0.15%,1498000,0.21%,567000,2.82%,1000,0%,2000,0%,,,,,1000.0,0%,787000.0,0.51%,106000.0,0.17%,2000.0,0%,1000.0,0%,1679000.0,1.34%,,,1000.0,0%,5996000.0,0.57%,1000.0,0%,,
2026-03-02,00981A 主動統一台股增長,66323831583,3321209000,19.97,3072000,9.15%,,,2402000,6.39%,5952000,4.32%,1809000,6.49%,2000,0%,2887000,3.43%,3133000,6.73%,2660000,5.68%,756000,4.73%,1615000.0,4.68%,,,1039000,4.39%,102000,1.46%,6839000,3.01%,1939848,4.4%,,,4559000,3.72%,,,,,954000,4.38%,1000.0,0%,,,,,232000,1.67%,,,1000,0%,,,,,1593000,2.24%,2000.0,0%,4965000,4.04%,1000,0%,,,,,1827000,0.79%,,,,,,,,,1515000.0,0.71%,,,1000,0%,,,1219000.0,0.85%,,,1124000,2.96%,,,,,,,2676000,1.27%,288000,1.58%,,,,,,,537000,0.87%,4000.0,0.01%,2000,0%,,,,,,,,,3328000,0.55%,1368000,0.44%,346000,0.08%,4924000,0.15%,1498000,0.22%,567000,2.94%,1000,0%,2000,0%,,,,,1000.0,0%,787000.0,0.52%,106000.0,0.18%,2000.0,0%,1000.0,0%,1679000.0,1.41%,,,1000.0,0%,5996000.0,0.61%,1000.0,0.01%,,
2026-02-26,00981A 主動統一台股增長,65292314459,3246709000,20.11,2992000,9.14%,,,2352000,6.36%,5190000,3.83%,1809000,6.76%,2000,0%,2887000,3.65%,3093000,6.77%,2625000,5.63%,741000,4.54%,1614000.0,4.67%,,,1024000,4.62%,128000,1.91%,6729000,3.07%,1841848,3.98%,,,4559000,3.88%,,,,,940000,4.49%,1000.0,0%,,,,,231000,1.81%,,,1000,0%,,,,,1563000,2.2%,2000.0,0%,4965000,4.14%,1000,0%,,,,,1826000,0.81%,,,,,,,,,1197000.0,0.57%,,,1000,0%,,,819000.0,0.53%,,,1094000,2.87%,,,,,,,2626000,1.32%,287000,1.65%,,,,,,,535000,0.93%,3000.0,0.01%,2000,0%,,,,,,,,,3326000,0.56%,1343000,0.43%,326000,0.08%,4923000,0.16%,1497000,0.23%,559000,2.99%,1000,0%,2000,0%,863000.0,0.32%,,,1000.0,0%,786000.0,0.55%,76000.0,0.13%,2000.0,0%,1000.0,0%,1653000.0,1.48%,,,1000.0,0%,5996000.0,0.56%,1000.0,0.01%,,
